timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715687192972,598,HTTP Request 271,200,,Thread Group 1-271,text,true,,315,324,870,870,http://localhost:8080/customer/add,598,0,50
1715687192925,646,HTTP Request 216,200,,Thread Group 1-216,text,true,,315,324,870,870,http://localhost:8080/customer/add,646,0,97
1715687193003,568,HTTP Request 300,200,,Thread Group 1-299,text,true,,315,324,870,870,http://localhost:8080/customer/add,568,0,17
1715687192927,647,HTTP Request 148,200,,Thread Group 1-149,text,true,,315,324,873,873,http://localhost:8080/customer/add,647,0,95
1715687192970,604,HTTP Request 269,200,,Thread Group 1-269,text,true,,315,324,873,873,http://localhost:8080/customer/add,601,0,62
1715687193092,483,HTTP Request 389,200,,Thread Group 1-390,text,true,,315,324,874,874,http://localhost:8080/customer/add,482,0,1
1715687193080,503,HTTP Request 378,200,,Thread Group 1-378,text,true,,315,324,878,878,http://localhost:8080/customer/add,503,0,1
1715687192925,660,HTTP Request 108,200,,Thread Group 1-108,text,true,,315,324,880,880,http://localhost:8080/customer/add,650,0,96
1715687193028,559,HTTP Request 324,200,,Thread Group 1-324,text,true,,315,324,882,882,http://localhost:8080/customer/add,559,0,5
1715687192971,616,HTTP Request 270,200,,Thread Group 1-270,text,true,,315,324,882,882,http://localhost:8080/customer/add,612,0,58
1715687193195,393,HTTP Request 494,200,,Thread Group 1-494,text,true,,315,324,882,882,http://localhost:8080/customer/add,393,0,2
1715687192940,648,HTTP Request 238,200,,Thread Group 1-238,text,true,,315,324,882,882,http://localhost:8080/customer/add,648,0,92
1715687193055,538,HTTP Request 352,200,,Thread Group 1-351,text,true,,315,324,889,889,http://localhost:8080/customer/add,538,0,2
1715687193150,443,HTTP Request 449,200,,Thread Group 1-449,text,true,,315,324,889,889,http://localhost:8080/customer/add,443,0,1
1715687192925,670,HTTP Request 101,200,,Thread Group 1-102,text,true,,315,324,891,891,http://localhost:8080/customer/add,670,0,97
1715687192924,673,HTTP Request 6,200,,Thread Group 1-2,text,true,,307,316,896,896,http://localhost:8080/customer/add,668,0,96
1715687193199,399,HTTP Request 497,200,,Thread Group 1-497,text,true,,315,324,896,896,http://localhost:8080/customer/add,399,0,1
1715687193099,499,HTTP Request 397,200,,Thread Group 1-397,text,true,,315,324,896,896,http://localhost:8080/customer/add,499,0,1
1715687193125,475,HTTP Request 424,200,,Thread Group 1-424,text,true,,315,324,899,899,http://localhost:8080/customer/add,475,0,1
1715687193095,508,HTTP Request 393,200,,Thread Group 1-393,text,true,,315,324,900,900,http://localhost:8080/customer/add,505,0,1
1715687192925,679,HTTP Request 174,200,,Thread Group 1-174,text,true,,315,324,901,901,http://localhost:8080/customer/add,679,0,95
1715687192925,679,HTTP Request 87,200,,Thread Group 1-87,text,true,,311,320,901,901,http://localhost:8080/customer/add,679,0,97
1715687192925,682,HTTP Request 219,200,,Thread Group 1-217,text,true,,315,324,904,904,http://localhost:8080/customer/add,682,0,96
